C18685	Landomycin E
C19787	5'-S-Methyl-5'-thioinosine
C10906	D-Fructose
C06181	Piperideine
C07289	Crepenynate
C07712	Secalciferol
C05837	Glucobrassicin
C10447	3,4-Dihydroxyphenylpropanoate
C00170	5'-Methylthioadenosine
C03652	(2R,3S)-2,3-Dimethylmalate
C05483	3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one
C20968	3-Hydroxy-3-(methylthio)propanoyl-CoA
C00793	D-Cysteine
C06033	Parapyruvate
C01460	Vitexin
C06359	Ethyl cinnamate
C04465	alpha,alpha'-Trehalose 6,6'-bismycolate
C12642	Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)
C16477	5-Fluoromuconolactone
C04144	Tetrahydropteroyltri-L-glutamate
C21496	8-Geranylesculetin
C05484	Pregnanediol
C05647	Formyl-5-hydroxykynurenamine
C01767	(-)-Carvone
C15684	Mycinamicin VIII
C07213	2-Methylbenzyl alcohol
C20278	(2R,3R)-3-Methylornithinyl-N6-lysine
C21968	2-O-[alpha-D-Glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate
C00246	Butanoic acid
C16257	(R)-Phenyllactyl-CoA
C20327	2-Oxo-4-phenylbutyric acid
C00222	3-Oxopropanoate
C08725	Pelargonin
C00247	L-Sorbose
C12385	Premithramycin A2'
C11512	Methyl jasmonate
C20200	Baruol
C16198	(Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate
C02892	Thiamine acetic acid
C20717	4-Hydroxy-2,5-dimethylfuran-3(2H)-one
C06504	Cob(II)yrinate a,c diamide
C12305	Methyl salicylate
C00492	Raffinose
C05485	21-Hydroxypregnenolone
C08526	Galanthamine
C19789	5-Nitrosalicylate
C19786	Streptothricin F acid
C16422	Hesperetin 7-O-glucoside
C07480	Theobromine
C06306	(+)-alpha-Pinene
C15790	Cathasterone
C11410	(1R,2S,4S)- Neoiso-dihydrocarveol
C00879	D-Galactarate
C19724	Cobyrinate c-monamide
C11986	Megalomicin B
C00705	dCDP
C03817	(S)-3-(Imidazol-5-yl)lactate
C20329	Abieta-7,13-dien-18,18-diol
C05502	22(R)-Hydroxycholesterol
C06159	2-Dehydro-3-deoxy-D-fuconate
C21787	S-Sulfinatoglutathione
C20386	Biotin sulfoxide
C21438	11a-Hydroxyoxytetracycline
C20513	6-Hydroxytryprostatin B
C19687	7-Chloro-L-tryptophan
C08481	Indican
C15531	2'-O-Methylisoliquiritigenin
C16405	Homoeriodictyol chalcone
C20179	gamma-Curcumene
C02218	Dehydroalanine
C00683	(S)-Methylmalonyl-CoA
C09755	Hesperidin
C16430	trans-Zeatin riboside monophosphate
C03172	S-Methyl-L-methionine
C11987	Megalomicin C1
C04622	(Z)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide
C00847	4-Pyridoxate
C06093	Gibberellin A12 aldehyde
C00751	Squalene
C01765	(+)-Borneol
C20694	(2E,4E,6E)-7-Hydroxy-4-methylhepta-2,4,6-trienal
C02804	5-Hydroxypentanoate
C03986	3-Hydroxy-4-methylanthranilate
C20299	Papaveroxine
C05646	5-Hydroxyindolepyruvate
C11088	1,2-Dibromoethane
C06199	Hordenine
C12387	Premithramycin A3
C03375	Norspermidine
C08579	Antheraxanthin
C11980	Avermectin A1a aglycone
C21176	3''-Oxoribostamycin
C16474	3-Fluoro-cis,cis-muconate
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
C15858	7,9,7',9'-tetracis-Lycopene
C03238	5alpha-Cholestan-3-one
C16359	1-Methyluric acid
C03220	(2Z,6E)-Farnesol
C01054	(S)-2,3-Epoxysqualene
C14179	Sulfoacetate
C11970	5-Oxoavermectin ''2a'' aglycone
C01909	Dethiobiotin
C01868	(+)-Sabinone
C19841	4,4'-Diapo-zeta-carotene
C01753	beta-Sitosterol
C11981	Avermectin B1a monosaccharide
C20772	3-[(1-Carboxyvinyl)oxy]benzoate
C21333	8-Amino-3,8-dideoxy-D-manno-octulosonate
C21350	dTDP-3-O-methyl-beta-L-rhamnose
C20887	beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine
C05902	3-Methoxyapigenin
C05302	2-Methoxy-17beta-estradiol
C11033	1-Aminomethylphosphonic acid
C10772	Lupanine
C20909	Dermatan 4,6-sulfate
C20574	(1'S,5'S)-Averufin
C00507	L-Rhamnose
C13620	Tetrabromobisphenol A
C18157	8-Ethyl-12-methyl-3-vinylbacteriochlorophyllide d
C15652	Neomycin C
C09131	Chanoclavine-I
C02086	Thioglycolate
C16182	beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol
C09822	Cyclohexane-1-carboxylate
C11982	Avermectin A1a monosaccharide
C05842	N1-Methyl-2-pyridone-5-carboxamide
C06524	Nornicotine
C02216	1-Methyladenine
C01760	(6S,9R)-Vomifoliol
C00862	Methanofuran
C00179	Agmatine
C21086	(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate
C02470	Xanthurenic acid
C06454	Fosfomycin
C08281	Docosanoic acid
C03794	N6-(1,2-Dicarboxyethyl)-AMP
C05497	21-Deoxycortisol
C10763	Cytisine
C05648	5-Hydroxy-N-formylkynurenine
C03681	5alpha-Pregnane-3,20-dione
C11968	Avermectin A1b
C05527	3-Sulfinylpyruvate
C02265	D-Phenylalanine
C06719	Dihydrophloroglucinol
C19081	(4S)-Limonene-1,2-epoxide
C00386	Carnosine
C08061	2'-Aminobiphenyl-2,3-diol
C17750	Curcumin diglucoside
C11983	Avermectin B1a
C05852	2-Hydroxyphenylacetate
C21410	(5aS)-5,5a-Dihydrophenazine-1,6-dicarboxylate
C01214	1-Amino-1-deoxy-scyllo-inositol
C00990	5-Aminopentanamide
C01101	L-Ribulose 5-phosphate
C06688	Rifampicin
C16207	Anthraquinone
C05448	(24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA
C05629	Phenylpropanoate
C19960	dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose
C06596	gamma-Pentachlorocyclohexene
C14784	1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene
C16232	6,7,4'-Trihydroxyflavanone
C00689	alpha,alpha'-Trehalose 6-phosphate
C16559	Isophosphoramide mustard
C19578	5-(3-Pyridyl)-2-hydroxytetrahydrofuran
C02370	4-Chlorobenzoate
C00993	D-Alanyl-D-alanine
C09664	beta-Eudesmol
C02774	10-Hydroxydecanoic acid
C04384	Heparan sulfate alpha-D-glucosaminide
C16445	Dihydrozeatin riboside monophosphate
C20618	beta-D-Gal-(1->4)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol
C05670	3-Aminopropiononitrile
C01860	Trichodiene
C18243	2,3,5-Trichloromaleylacetate
C06641	Bis(4'-chlorophenyl)methane
C03002	N-Caffeoylputrescine
C03678	4-Amino-3-hydroxybutanoate
C10538	Trifolirhizin
C00103	D-Glucose 1-phosphate
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate
C12448	Ecgonine methyl ester
C19869	beta-D-Gentiobiosyl crocetin
C00992	Aquacob(III)alamin
C06662	Clavulanic acid
C03164	Phenanthrene-3,4-diol
C01759	Ribostamycin
C21143	2'-N-Hydroxyrifampicin
C19796	Quercetin 3-O-rhamnoside 7-O-glucoside
C06654	4-Amino-anhydrotetracycline
C15518	(24S)-Cholest-5-ene-3beta,7alpha,24-triol
C15610	Cholest-5-ene-3beta,26-diol
C03070	3-Oxo-5beta-cholanate
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
C21154	N-Methylmyosmine
C18796	(2R)-2-Hydroxy-2-methylbutanenitrile
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide
C16818	Ophiobolin F
C16540	7(1)-Hydroxychlorophyllide a
C10453	Eugenol
C20707	26-Desgluco-avenacoside B
C20412	3,22-Dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene
C21259	Nebramine
C12449	Pseudoecgonine
C03865	Ethyl (S)-3-hydroxyhexanoate
C00131	dATP
C04293	Chrysoeriol
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate
C01066	Cyclohexane-1,3-dione
C19579	gamma-Hydroxy-3-pyridinebutanoate
C04732	5-Amino-6-(1-D-ribitylamino)uracil
C04865	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 6-sulfate
C03979	2-Dehydro-3-deoxy-L-rhamnonate
C05824	S-Sulfo-L-cysteine
C05301	2-Hydroxyestradiol
C00154	Palmitoyl-CoA
C00762	Cortisone
C01789	Campesterol
C09094	Geranylgeraniol
C21879	1-(5-O-Phospho-beta-D-ribofuranosyl)-5-(sulfanylcarbonyl)pyridin-1-ium-3-carbonyl adenylate
C00486	Bilirubin
C16312	Delphin
C18068	beta-D-Fructofuranosyl-alpha-D-mannopyranoside
C03458	2,3,6-Trihydroxypyridine
C03117	GDP-6-deoxy-D-mannose
C19566	4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone
C01216	2-Dehydro-3-deoxy-D-galactonate
C17345	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C20381	3,3'-Bipyridine-2,2',5,5',6,6'-hexol
C11174	1-Diphosinositol pentakisphosphate
C15504	Demethylsulochrin
C06757	4-Methylbenzyl alcohol
C14220	4,4'-Dihydroxybenzophenone
C01007	Reduced riboflavin
C11544	2-O-(alpha-D-Mannosyl)-D-glycerate
C03964	(R)-3-(4-Hydroxyphenyl)lactate
C09762	Liquiritigenin
C05861	alpha-D-Mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol
C00858	Formononetin
C20845	(4S,5R)-4,5,6-Trihydroxy-2-iminohexanoate
C21777	4-Hydroxy-L-tryptophan
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole
C08409	Glucoerucin
C17966	Shionone
C21658	Peregrinol diphosphate
C00129	Isopentenyl diphosphate
C08320	Tetracosanoic acid
C10101	(-)-Usnic acid
C14768	5,6-EET
C19867	beta-D-Glucosyl crocetin
C05598	Phenylacetylglycine
C12214	Aminofructose 6-phosphate
C08734	Ammelide
C21092	D-allo-Isoleucine
C00156	4-Hydroxybenzoate
C14788	1-Nitrosonaphthalene
C00580	Dimethyl sulfide
C15915	4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
C17697	Valienone 7-phosphate
C09665	alpha-Farnesene
C05433	alpha-Carotene
C21161	Mitomycin A
C15668	1-Pyrroline
C20178	Sesquithujene
C10044	Galangin
C21903	Delta9-Tetrahydrocannabinolate
C16619	6-Thioguanosine monophosphate
C20562	N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate
C20235	(E)-2-Methylgeranyl diphosphate
C21728	Labda-7,13(16),14-triene
C12621	trans-3-Hydroxycinnamate
C20445	Dihydrosterigmatocystin
C20579	Cyclopeptine
C21341	Calicheamicin alpha1(I)
C17703	Antibiotic G-418
C04114	(E)-4-(Trimethylammonio)but-2-enoate
C19459	Methyl red
C03167	Phosphonoacetaldehyde
C01168	Pseudouridine 5'-phosphate
C21160	L-Alanyl-gamma-D-glutamyl-L-lysine
C03089	5-Methylthio-D-ribose
C01845	Propan-2-ol
C03187	dTDP-6-deoxy-beta-L-talose
C12622	cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol
C15545	cis-Zeatin
C16713	Floramultine
C00394	GDP-glucose
C16505	(10S)-Juvenile hormone III diol
C20578	Tulipalin A
C03860	Deaminohydroxyblasticidin S
C03624	N-Phosphohypotaurocyamine
C20905	2-Iminobutanoate
C18069	N1,N5,N10-Tricoumaroyl spermidine
C20760	20-Oxo-5-O-beta-mycaminosyltylactone
C00552	meso-Tartaric acid
C03045	(S)-2-Hydroxystearate
C08637	Taraxerol
C00691	2,4,6/3,5-Pentahydroxycyclohexanone
C02060	Phytanoyl-CoA
C19580	alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol
C19795	1-Hydroxy-1,2-dihydrolycopene
C12026	3,5-Dihydroxy-phenylglycine
C03951	Luteolin 7-O-beta-D-glucoside
C06104	Adipate
C06802	Acarbose
C11540	Cobalt-precorrin 4
C00671	(S)-3-Methyl-2-oxopentanoic acid
C15681	Mycinamicin III
C02271	Dichloromethane
C21671	12-Sulfooxyjasmonate
C21449	Lithocholoyl-CoA
C20240	(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate
C11929	Perillyl-CoA
C16264	2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate
C16292	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C19621	9,10,18-Trihydroxystearate
C16494	3beta,5beta-Ketotriol
C12639	Quercimeritrin
C19910	N-Acetyl-beta-neuraminate
C00954	Indole-3-acetate
C00345	6-Phospho-D-gluconate
C06762	4-Hydroxy-2-oxohexanoic acid
C05921	Biotinyl-5'-AMP
C03067	3-Hydroxybenzaldehyde
C11541	Cobalt-precorrin 5
C04244	6-Lactoyl-5,6,7,8-tetrahydropterin
C03619	Methyl beta-D-galactoside
C03846	6-Acetamido-3-aminohexanoate
C06360	Propyl cinnamate
C21124	IPA imine
C07338	(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid
C06601	Chlorohydroquinone
C14401	2,4-Diaminotoluene
C21354	dTDP-4-amino-2,4-dideoxy-beta-L-xylose
C01289	N-Acetyl-D-glucosaminyldiphosphoundecaprenol
C20406	Cannabigerolate
C20891	Isoxazolin-5-one
C11401	(1S,4R)-Iso-dihydrocarvone
C11542	Cobalt-precorrin 6
C06636	TDE
C17935	Cysteinyldopa
C19623	22-Hydroxydocosanoate
C08542	Celosianin II
C15809	Iminoglycine
C13952	UDP-N-acetyl-D-galactosaminuronic acid
C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
C03717	Oxidized Renilla luciferin
C21167	4-Hydroxy-3-methylbenzoate
C11877	(+)-Sandaracopimaradiene
C20657	meso-2,3-Butanediol
C07189	2-Hydroxyacetophenone
C02331	Vinylacetyl-CoA
C04731	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide
C15808	4alpha-Methylzymosterol-4-carboxylate
C06739	4'-O-beta-D-Glucosyl-cis-p-coumarate
C21287	2-Hydroxyisobutanoyl-CoA
C12632	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]
C02555	Luciferyl sulfate
C19907	Pyrrole
C02939	3-Methylbutanoyl-CoA
C02681	Ecdysone palmitate
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate
C21065	7,8-Dihydroxanthopterin
C09898	alpha-Terpinene
C19625	Docosanedioate
C17585	Butirosin A
C01933	L-Norleucine
C05143	Dhurrin
C19874	26-Hydroxybrassinolide
C18211	Isopimara-7,15-diene
C18195	(3R)-11-cis-3-Hydroxyretinal
C01761	Vomilenine
C03313	Phylloquinol
C10192	Tricetin
C16164	(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA
C16647	N,N-Diethylglycine
C19735	(-)-endo-alpha-Bergamotene
C09024	Ajmalicine
C21351	dTDP-4-oxo-alpha-D-xylose
C03963	Sarsasapogenin
C04015	N-Acetyl-4-O-acetylneuraminate
C20545	Terpendole J
C12629	Isoswertisin 2''-rhamnoside
C03772	5beta-Androstane-3,17-dione
C14839	Bromobenzene-3,4-oxide
C05364	4-Carboxy-2-oxo-3-hexenedioate
C01108	1,2,3-Trihydroxybenzene
C03537	S-Acetylthioethanolamine
C13782	Paxilline
C03930	3alpha-Hydroxyglycyrrhetinate
C00202	Isoflurophate
C19799	Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate
C20456	(+)-Secoisolariciresinol
C03264	(R)-2-Hydroxyisocaproate
C20982	9-(Dimethylallyl)-5,10-dihydrophenazine-1-carboxylate
C10193	Tricin
C15903	Spheroidenone
C20546	Terpendole C
C16162	(9Z,12Z,15Z)-Octadecatrienoyl-CoA
C06630	3-O-alpha-Mycarosylerythronolide B
C05202	3'-Hydroxy-N-methyl-(S)-coclaurine
C16594	7-Mercaptoheptanoylthreonine
C15680	Mycinamicin II
C01046	N-Methyl-L-glutamate
C01762	Xanthosine
C16705	Anhalonine
C06057	3-Aminopropane-1,2-diol
C02291	L-Cystathionine
C16687	Phosphomannan mannosephosphate
C00588	Choline phosphate
C21477	1-Hydroxyphenazine
C10860	Littorine
C01013	3-Hydroxypropanoate
C17705	Antibiotic JI-20B
C14787	(1S,2R)-Naphthalene 1,2-oxide
C00969	3-Hydroxypropanal
C20476	Delta6-Protoilludene
C08580	Astaxanthin
C09844	1,8-Cineole
C12213	Kanosamine 6-phosphate
C19490	trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene
C00242	Guanine
C02710	N-Acetyl-L-leucine
C11149	Dichloroacetate
C20303	Chloroethylene oxide
C21858	N-(4-Oxoglutaryl)-L-cysteinylglycine
C20486	7-Epizingiberene
C14804	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene
C04318	11-O-Demethyl-17-O-deacetylvindoline
C11952	(+)-Isomenthone
C06318	(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate
C00535	Testosterone
C03901	Thiomorpholine 3-carboxylate
C16718	Limonoate A-ring-lactone
C11880	Neoabietadiene
C04886	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide
C11538	Cobalt-sirohydrochlorin
C17236	3-Phenylpropionaldoxim
C10172	Stachydrine
C05539	N-Acetyl-L-2-amino-6-oxopimelate
C16351	Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
C04634	1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate
C08980	Soyasapogenol B
C05772	Precorrin 3A
C15567	2,7,4'-Trihydroxyisoflavanone
C03069	3-Methylcrotonyl-CoA
C03900	S-(4-Bromophenyl)-L-cysteine
C01104	Trimethylamine N-oxide
C19669	Thermospermine
C20427	N-Acetyl-D-galactosaminyl-alpha-(1->3)-N,N'-diacetyl-alpha-D-bacillosaminyldiphospho-tritrans,heptacis-undecaprenol
C16228	(-)-Sophorol
C14874	Glutathione episulfonium ion
C11848	2-Heptyl-3-hydroxy-quinolone
C08624	Euphol
C16848	6-Deoxy-5-ketofructose 1-phosphate
C00577	D-Glyceraldehyde
C19972	2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose
C04188	S-Methyl-5-thio-D-ribose 1-phosphate
C09884	Pinocarvone
C05907	Luteoforol
C14848	2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene
C20738	6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol
C06637	1-Chloro-2,2-bis(4'-chlorophenyl)ethylene
C00108	Anthranilate
C00380	Cytosine
C21643	3-Dehydro-scyllo-inosose
C00475	Cytidine
C18264	1,8-Dihydroxypyrene
C21334	CMP-8-amino-3,8-dideoxy-beta-D-manno-octulosonate
C05404	D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose
C02295	Methylitaconate
C01051	Uroporphyrinogen III
C00299	Uridine
C17592	Laudanine
C20908	Dermatan 4-sulfate
C17556	di-trans,poly-cis-Undecaprenyl phosphate
C20223	(6E)-8-Oxogeraniol
C01454	Toluate
C02917	(S)-Propane-1,2-diol
C19713	[L-Asp(4-L-Arg)]n+1
C04702	UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)
C11397	(1R,2S,4R)-Neo-dihydrocarveol
C09816	Benzylsuccinate
C21373	(3R)-3,4-Epoxy-3-methylbut-1-ene
C21653	(+)-Kolavelool
C16475	2-Fluoro-cis,cis-muconate
C01441	Neamine
C02162	Isopimpinellin
C16317	(+)-7-Isojasmonic acid
C05110	4alpha-Methylcholesta-8-en-3beta-ol
C21337	Calicheamicinone
C03989	Isolychnose
C03731	Streptomycin 3''-phosphate
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide
C06718	S-Formylmycothiol
C11432	1-Phenanthrol
C20646	(3S)-2-Oxo-3-phenylbutanoate
C16286	Geosmin
C18639	Aclacinomycin Y
C01061	4-Fumarylacetoacetate
C01083	alpha,alpha-Trehalose
C06755	Chloroacetic acid
C04703	alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate
C20690	1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate
C01490	Dermatan
C02673	Desacetoxyvindoline
C00803	Pentanoate
C17696	Valienone
C04489	5-Methyltetrahydropteroyltri-L-glutamate
C18314	Phthalate 3,4-cis-dihydrodiol
C09107	Catharanthine
C04741	Alprostadil
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil
C11941	Pinocarveol
C00249	Hexadecanoic acid
C04437	1-(5-Phosphoribosyl)imidazole-4-acetate
C03056	2,6-Dihydroxypyridine
C05463	Taurodeoxycholate
C00750	Spermine
C00553	(+)-Neomenthol
C00802	Oxalureate
C05568	Imidazole lactate
C02919	4-O-beta-D-Glucosyl-sinapate
C21293	Validamycin B
C12381	Elloramycin A
C04592	Toluene-cis-dihydrodiol
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin
C09718	beta-Santalene
C01420	Cystine
C02915	(S)-N-Methylcanadine
C19746	(3R,6E)-Nerolidol
C18021	Pheophorbide a
C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde
C04822	8(R)-HPETE
C08586	delta-Carotene
C16410	Bracteatin 6-O-glucoside
C12475	Demethyldecarbamoylnovobiocin
C02170	Methylmalonate
C06358	Methyl cinnamate
C19873	26-Hydroxycastasterone
C02923	2,3-Dihydroxytoluene
C15689	Aureothin
C07044	Hydroxyurea
C05644	3-Methylindolepyruvate
C00043	UDP-N-acetyl-alpha-D-glucosamine
C01925	Hygromycin B
C07645	Aldophosphamide
C16168	(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA
C15486	3''-Deamino-3''-oxonicotianamine
C01747	Psychosine
C06634	Erythromycin E
C20201	(-)-Solanapyrone A
C00181	D-Xylose
C00515	D-Ornithine
C11420	(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
C00248	Lipoamide
C15802	6-Deoxocastasterone
C01312	Prostaglandin I2
C05894	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine
C04715	Nuatigenin
C06520	(S)-Norreticuline
C02232	3-Oxoadipyl-CoA
C12318	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose
C03790	N-(Carboxymethyl)-D-alanine
C01802	Desmosterol
C01852	Secologanin
C01735	Morphinone
C16369	Cyanidin 3-(6-p-caffeoyl)glucoside
C01310	4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine
C05581	3-Methoxy-4-hydroxyphenylacetaldehyde
C01159	2,3-Bisphospho-D-glycerate
C19033	Carbon disulfide
C00639	Prostaglandin F2alpha
C00673	2-Deoxy-D-ribose 5-phosphate
C11148	TCE epoxide
C08565	Portulacaxanthin II
C11412	(1R,4S)-Iso-dihydrocarvone
C21400	Isocaproyl-CoA
C11426	cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate
C15797	22alpha-Hydroxy-5alpha-campestan-3-one
C00323	Caffeoyl-CoA
C18266	1-Hydroxypyrene-7,8-oxide
C10419	Ferreirin
C05903	Kaempferol
C10557	Dihydroanhydropodorhizol
C02033	Gentamicin C2
C02631	2-Isopropylmaleate
C00427	Prostaglandin H2
C03796	Oleandomycin 2'-O-phosphate
C00376	Retinal
C20901	5-(Dihydroxymethyl)furan-2-carboxylate
C11928	dTDP-4-oxo-2,6-dideoxy-D-allose
C01804	Discadenine
C06205	1,2-Dihydronaphthalene-1,2-diol
C15990	1L-myo-Inositol 1,2,3,4,6-pentakisphosphate
C20408	Festuclavine
C15968	Adonixanthin
C00855	D-Methionine
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
C06219	Cellotriose
C04260	O-D-Alanyl-poly(ribitol phosphate)
C02034	Gibberellin A19
C11460	dTDP-4-oxo-5-C-methyl-L-rhamnose
C03217	2-Hydroxy-3-oxoadipate
C01917	Gentamicin A
C02588	Retinyl palmitate
C00371	Zeatin
C02962	D-Allose 6-phosphate
C03944	Dihydro-O-methylsterigmatocystin
C03440	cis-4-Hydroxy-D-proline
C06172	Neopinone
C19817	Phyllocladan-16alpha-ol
C20820	2,3-Dihydrothienamycin
C20312	(Z)-2-Methylbutanal oxime
C06597	1,3,4,6-Tetrachloro-1,4-cyclohexadiene
C12193	Vittatine
C02035	Gibberellin A20
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate
C00501	CDP-glucose
C18216	4-Hydroxyphenyl-4-hydroxybenzoate
C00788	L-Adrenaline
C19747	Germacrene C
C20437	Fumigaclavine B
C11927	dTDP-4-oxo-2,6-dideoxy-L-mannose
C16368	Pelargonidin 3-(6-p-coumaroyl)glucoside
C17748	1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone
C14810	Hepoxilin B3
C20564	Fumitremorgin A
C06689	Vancomycin
C20159	7-epi-alpha-Selinene
C21182	6-Deoxy-6-sulfo-D-gluconate
C06651	6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E-dienoate
C20520	Albonoursin
C05519	L-Allothreonine
C01746	Piperidine
C01530	Octadecanoic acid
C06656	Deoxyguanidinoproclavaminic acid
C16586	2-Phenyl-1,3-propanediol monocarbamate
C01561	Calcidiol
C00311	Isocitrate
C17139	dTDP-3,4-dioxo-2,6-dideoxy-L-glucose
C02593	Tetradecanoyl-CoA
C20404	1-Deoxypentalenate
C00789	CDP-ribitol
C02236	4-Sulfobenzoate
C12426	Rhodomycin D
C06176	Senecionine
C03848	6F-alpha-D-Galactosylsucrose
C05444	3alpha,7alpha,26-Trihydroxy-5beta-cholestane
C00446	alpha-D-Galactose 1-phosphate
C01094	D-Fructose 1-phosphate
C04150	beta-D-Mannosylphosphodecaprenol
C08607	Neurosporaxanthin
C16152	Blue pigment
C05335	L-Selenomethionine
C02130	Acetyl-maltose
C19568	N-Nitrosomethanamine
C16507	(10S)-Juvenile hormone III diol phosphate
C18225	9beta-Pimara-7,15-diene
C16354	Albireodelphin
C02571	O-Acetylcarnitine
C05381	3-Carboxy-1-hydroxypropyl-ThPP
C04596	1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene
C11643	16-Hydroxytabersonine
C19931	Raucaffrinoline
C21910	7alpha,12alpha-Dihydroxy-3-oxochol-24-oyl-CoA
C11406	(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
C20848	(R)-Mevalonate 3,5-bisphosphate
C00196	2,3-Dihydroxybenzoate
C08606	Neoxanthin
C16181	beta-2,3,4,5,6-Pentachlorocyclohexanol
C11522	24-Methylenelophenol
C11949	3-Isopropylbut-3-enoyl-CoA
C11969	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone
C16284	Nostoxanthin
C11352	5,6-Dichloro-1,3-cyclohexadiene
C06635	Erythronolide B
C06350	Tetrahydropapaveroline
C17752	cyclo-Dopa-glucuronylglucoside
C14866	Chloral
